sr. no.,userid,924020839,group,group id,status
337,Mrmouse14,7394993697,3364148107016546917,DAFFY BAND🅾️z,1257861563
338,Macdan0,7281690081,-9053004961440759822,DAFFY BAND🅾️z,1257861563
339,BIGTIME097,7340294485,-3733393768592976735,DAFFY BAND🅾️z,1257861563
340,Dkross0,7419142865,1324166947199950411,DAFFY BAND🅾️z,1257861563
341,John25272,2025609880,5358046219722632734,DAFFY BAND🅾️z,1257861563
342,bdc_pIug,7021041616,-8635023652314368305,DAFFY BAND🅾️z,1257861563
343,OnIyBanzplease,7094380284,-2353443579358235849,DAFFY BAND🅾️z,1257861563
344,Them_Plug,6912342297,712730019396857586,DAFFY BAND🅾️z,1257861563
345,Sergentkrooz,6960322640,6578208753799012499,DAFFY BAND🅾️z,1257861563
346,Bulbs110,6999950376,-7930459166101035672,DAFFY BAND🅾️z,1257861563
347,transfer_l3git,6565081971,-2971080535099644268,DAFFY BAND🅾️z,1257861563
348,Seankings,7209062262,-2435295435131775620,DAFFY BAND🅾️z,1257861563
349,Chaniatwan,7360458170,788896136463531966,DAFFY BAND🅾️z,1257861563
350,Crack110,7368180804,-8296691803466804727,DAFFY BAND🅾️z,1257861563
351,Omy110,7283930639,1011542288732250599,DAFFY BAND🅾️z,1257861563
352,gatera_c,6368942474,5947972940051014173,DAFFY BAND🅾️z,1257861563
353,turki_kat,6409676035,-5550112839265291357,DAFFY BAND🅾️z,1257861563
354,toPplug_world,7039138007,7045601360160551087,DAFFY BAND🅾️z,1257861563
355,RufWayy_Yatt,6473612920,139975302174076758,DAFFY BAND🅾️z,1257861563
356,Churchbeast,7446419606,4164011009192810585,DAFFY BAND🅾️z,1257861563
357,CardiffSnowcraft,5859521224,-7798154883069755900,DAFFY BAND🅾️z,1257861563
358,markus7453,6726452884,5181975305080768221,DAFFY BAND🅾️z,1257861563
359,vpn_master_001,5524295533,58703200033875703,DAFFY BAND🅾️z,1257861563
360,profectionals,6938837711,8855013103157221856,DAFFY BAND🅾️z,1257861563
361,Emillekoze,6427460683,-8702146660659067781,DAFFY BAND🅾️z,1257861563
362,knameeew,6002741862,-3924541519005478354,DAFFY BAND🅾️z,1257861563
363,gemoney832,6180825474,224825172791501505,DAFFY BAND🅾️z,1257861563
364,Lucy624,5646905999,4432440563843787975,DAFFY BAND🅾️z,1257861563
365,Ronnie425,6058694165,5570502912752930410,DAFFY BAND🅾️z,1257861563
366,Tripflay,6689931051,-8760864050404920885,DAFFY BAND🅾️z,1257861563
367,hovsjsns,7067432395,-6530420877533847500,DAFFY BAND🅾️z,1257861563
368,Jesusnavas45,6913656685,3015768865665094939,DAFFY BAND🅾️z,1257861563
369,wizarda9,6337752062,-5891857143921258697,DAFFY BAND🅾️z,1257861563
370,Prudavig,6573818423,-3786255992316316218,DAFFY BAND🅾️z,1257861563
371,oreoboosts1,95038677,-2879917256612470265,DAFFY BAND🅾️z,1257861563
372,cashmky,6282339681,-5598274914238633298,DAFFY BAND🅾️z,1257861563
373,uppereco,5784230243,-271621003565508232,DAFFY BAND🅾️z,1257861563
374,akaami,1374020047,1836633576265337995,DAFFY BAND🅾️z,1257861563
375,milo_cyrus,5757454688,-3999700116701573894,DAFFY BAND🅾️z,1257861563
376,Moses675,6825922852,8833710999352271966,DAFFY BAND🅾️z,1257861563
377,eagle762,6941441336,-9031370477752990755,DAFFY BAND🅾️z,1257861563
378,Ronald23483,7196942918,-5073578836798729896,DAFFY BAND🅾️z,1257861563
379,forwarddsz,7163496318,8894012340109867948,DAFFY BAND🅾️z,1257861563
380,UsherTyler,6639855507,-294558765064197144,DAFFY BAND🅾️z,1257861563
381,No_shet12,6797724005,-2350295336974500075,DAFFY BAND🅾️z,1257861563
382,mannyoriginal55,6115237054,169691137429358317,DAFFY BAND🅾️z,1257861563
383,joshdn,7074002729,-5540803106440145175,DAFFY BAND🅾️z,1257861563
384,Bernardinosilve,7042439362,-1693969697500442099,DAFFY BAND🅾️z,1257861563
385,Callyflips,6822233407,4428445784687740039,DAFFY BAND🅾️z,1257861563
386,MARYAM_joon30,307826355,6234180395975455213,DAFFY BAND🅾️z,1257861563
387,nickiiie,6676883277,7821184167987070906,DAFFY BAND🅾️z,1257861563
388,jkingg201,5429482882,255029727611697537,DAFFY BAND🅾️z,1257861563
389,blacknuts,712948336,1962010321482420938,DAFFY BAND🅾️z,1257861563
390,legendflips66,5777711420,-17925372704604808,DAFFY BAND🅾️z,1257861563
391,Andersonn117,5834712671,-8599138861872701338,DAFFY BAND🅾️z,1257861563
392,MarcusSmokeTwice,6417756235,5120823406305805087,DAFFY BAND🅾️z,1257861563
393,sagarskitchen20,7007333257,4339950350445135628,DAFFY BAND🅾️z,1257861563
394,David_Lopez9,6572747791,4416171008027172461,DAFFY BAND🅾️z,1257861563
395,Money25kk,2009343091,-1770594521378270857,DAFFY BAND🅾️z,1257861563
396,munyun10,6735971348,122086530109510535,DAFFY BAND🅾️z,1257861563
397,Brainondollar,7140767248,3276034061767543384,DAFFY BAND🅾️z,1257861563
398,Teddy_flipss,5245564242,-1589341175075303376,DAFFY BAND🅾️z,1257861563
399,Mtldroyce,5948554410,-2701684492875874725,DAFFY BAND🅾️z,1257861563
400,brainonit,7076252897,-3666818039940814659,DAFFY BAND🅾️z,1257861563
401,treecyq,7145972171,-5220297878631938470,DAFFY BAND🅾️z,1257861563
402,DogTrapp,7152810845,741470625218921086,DAFFY BAND🅾️z,1257861563
403,addihero11,6894764899,2311335214846868160,DAFFY BAND🅾️z,1257861563
404,everesthavenlending,7014728113,-6015795894335705452,DAFFY BAND🅾️z,1257861563
405,owenbag,1430158803,-5206236782275560872,DAFFY BAND🅾️z,1257861563
406,casHkaw,5276099617,5119282376999072196,DAFFY BAND🅾️z,1257861563
407,Truner11,7053656899,-5985563387835866559,DAFFY BAND🅾️z,1257861563
408,kyle7k,7105481952,-8225378957888201764,DAFFY BAND🅾️z,1257861563
409,Hotel0104,7096941258,8754263536130694029,DAFFY BAND🅾️z,1257861563
410,orleansgang,6424757503,3070874919174217407,DAFFY BAND🅾️z,1257861563
411,Motiongirls1,6155752091,-7586999091127226095,DAFFY BAND🅾️z,1257861563
412,richy_rich1800,6040327292,4249454179247642996,DAFFY BAND🅾️z,1257861563
413,cent_bo,7186057318,-3303065362865948926,DAFFY BAND🅾️z,1257861563
414,recivved,6921888979,4814667825206801579,DAFFY BAND🅾️z,1257861563
415,giftgilr2354,6616606317,-5667096379898144338,DAFFY BAND🅾️z,1257861563
416,Neyy020,7138055044,-7653683118109450208,DAFFY BAND🅾️z,1257861563
417,mrcash1k,5541663599,-2472267256864275278,DAFFY BAND🅾️z,1257861563
418,Dopejohn00,6961746522,7157309771630395446,DAFFY BAND🅾️z,1257861563
419,cr123nete,7196970685,-7075384966731914918,DAFFY BAND🅾️z,1257861563
420,MiddleChild4,6908007173,-4100067591648066364,DAFFY BAND🅾️z,1257861563
421,prentedes,6762209040,56869850542217090,DAFFY BAND🅾️z,1257861563
422,tristan9tt,7172301615,4519708625786066714,DAFFY BAND🅾️z,1257861563
423,evaaaaaz,6733440604,5671978506047256280,DAFFY BAND🅾️z,1257861563
424,whossosa1,5888923713,-6615200272694530462,DAFFY BAND🅾️z,1257861563
425,Anie13856777,7033781720,-6902766775380786103,DAFFY BAND🅾️z,1257861563
426,stalonB43,6021039322,-8356892722887521276,DAFFY BAND🅾️z,1257861563
427,spartter,7169495387,-3672228939594367393,DAFFY BAND🅾️z,1257861563
428,xpert059531,6996648980,6686238378304115351,DAFFY BAND🅾️z,1257861563
429,kaybiy,7193265396,8543530959178094845,DAFFY BAND🅾️z,1257861563
430,dq7qfgm22mugk0ybezan,691880958,-8998077297526520460,DAFFY BAND🅾️z,1257861563
431,Norietgh,6912509753,889880459977815117,DAFFY BAND🅾️z,1257861563
432,BIG_THREE38,7051044769,8479023683572397812,DAFFY BAND🅾️z,1257861563
433,sunnysideOfficial,6366962022,8798793043667506040,DAFFY BAND🅾️z,1257861563
434,bread_Winner,6582098320,-6880444978899563278,DAFFY BAND🅾️z,1257861563
435,lillian4m,5858036399,-6684758464953873057,DAFFY BAND🅾️z,1257861563
436,hidstev43,6674114897,-2216005611183813180,DAFFY BAND🅾️z,1257861563
437,kentshy,7123141068,-7597049823835100,DAFFY BAND🅾️z,1257861563
438,kelviin123,7053178716,-1111524081939862189,DAFFY BAND🅾️z,1257861563
439,rebbcajay,6673320730,6604073167338151371,DAFFY BAND🅾️z,1257861563
440,monetmy,7182576320,4713944659904705474,DAFFY BAND🅾️z,1257861563
441,gjdhijgd,7124220311,-973222258802506166,DAFFY BAND🅾️z,1257861563
442,Look7o,6378935145,7025206398923949740,DAFFY BAND🅾️z,1257861563
443,tylhorah,6979522772,-8627636180890657156,DAFFY BAND🅾️z,1257861563
444,gannieh,6390880709,-230348345945642847,DAFFY BAND🅾️z,1257861563
445,johnbandz23,6435148341,-3807630705454870990,DAFFY BAND🅾️z,1257861563
446,Litplug2,6419732419,4170784945978768474,DAFFY BAND🅾️z,1257861563
447,Marylisa_k,6545670148,-7377432505408028365,DAFFY BAND🅾️z,1257861563
448,Robinsonbread,6850786135,-6465564123709564080,DAFFY BAND🅾️z,1257861563
449,Joebrid,6983349638,5249633400043330232,DAFFY BAND🅾️z,1257861563
450,WadeForbes,7134605217,3359428939453617309,DAFFY BAND🅾️z,1257861563
451,Sammycalif,6969369157,-2748213003733827799,DAFFY BAND🅾️z,1257861563
452,Bread10kgang,6594081188,-1809764370027956590,DAFFY BAND🅾️z,1257861563
453,Lookupj9,6816685090,1353275151851802879,DAFFY BAND🅾️z,1257861563
454,lookurde,6897473492,-7031635485201943519,DAFFY BAND🅾️z,1257861563
455,claud_098,6423903122,-1943211165765688803,DAFFY BAND🅾️z,1257861563
456,no_mf_here,7186859407,-4218242241134526473,DAFFY BAND🅾️z,1257861563
457,linkables_21,6316264742,8191165502667952117,DAFFY BAND🅾️z,1257861563
458,Hammond_7190,6958357682,-859561810657281485,DAFFY BAND🅾️z,1257861563
459,Exhibit13,6384765590,-247109493146438970,DAFFY BAND🅾️z,1257861563
460,LegitPromoter11,6918099050,1583956920443775758,DAFFY BAND🅾️z,1257861563
461,sms_gatewaypro1,6198181133,-538345917867091697,DAFFY BAND🅾️z,1257861563
462,Scott_044,5614654964,3498844948377939644,DAFFY BAND🅾️z,1257861563
463,pradademm,592154311,3606459247207025010,DAFFY BAND🅾️z,1257861563
464,MeAlone3940,7154592183,-624555519602580617,DAFFY BAND🅾️z,1257861563
465,Ha1wallace,7153285070,516968484269179318,DAFFY BAND🅾️z,1257861563
466,KingKonglit,7030169572,-8699708922716771715,DAFFY BAND🅾️z,1257861563
467,king_henrry,6313238453,-4517731521841966927,DAFFY BAND🅾️z,1257861563
468,Lilbcapperlot,7017358959,-3366667590752428805,DAFFY BAND🅾️z,1257861563
469,richxpert12,6602501069,-5696434563882505380,DAFFY BAND🅾️z,1257861563
470,joemazw,5490173015,7588179379589254778,DAFFY BAND🅾️z,1257861563
471,Diamondpromoter,6962969802,2391083548096446922,DAFFY BAND🅾️z,1257861563
472,BenJiz_76,6436198047,654446438851279560,DAFFY BAND🅾️z,1257861563
473,Bsnbit001,5919006351,-5461178973909129379,DAFFY BAND🅾️z,1257861563
474,getshitdoe,6828307731,6009243697790873048,DAFFY BAND🅾️z,1257861563
475,freeband69,6593987796,1737316591552072879,DAFFY BAND🅾️z,1257861563
476,HASSAN6793,6942341097,-7087069314838629314,DAFFY BAND🅾️z,1257861563
477,realone5,6004997404,-5950711708880591044,DAFFY BAND🅾️z,1257861563
478,treywaybill,6313571289,3538803794462006715,DAFFY BAND🅾️z,1257861563
479,Tomuchhustle,6622892147,7301073501621034252,DAFFY BAND🅾️z,1257861563
480,decln23,7170678985,669054955351956287,DAFFY BAND🅾️z,1257861563
481,brilltic,6579120704,-7416048417572729188,DAFFY BAND🅾️z,1257861563
482,realbudy,7116653430,-484342465732743971,DAFFY BAND🅾️z,1257861563
483,kilofes,7095397127,9159612690010073112,DAFFY BAND🅾️z,1257861563
484,bettyis12,7121261884,179495301826894973,DAFFY BAND🅾️z,1257861563
485,closed_case247,7087442777,-5132905456094978190,DAFFY BAND🅾️z,1257861563
486,t_crownsy,6421785211,-8145125718801296704,DAFFY BAND🅾️z,1257861563
487,draggra,7120115661,-8726000839099486713,DAFFY BAND🅾️z,1257861563
488,carrea_shit,7097479268,-7849054424247432227,DAFFY BAND🅾️z,1257861563
489,dough247,7116295099,3805921207923692362,DAFFY BAND🅾️z,1257861563
490,bigWham1,7034777243,5543218567978040616,DAFFY BAND🅾️z,1257861563
491,Haruna101,7090165382,6020537656345675915,DAFFY BAND🅾️z,1257861563
492,darkishgra,6280776333,889198290340779451,DAFFY BAND🅾️z,1257861563
493,dnzr3,7143512754,8227069041255200153,DAFFY BAND🅾️z,1257861563
494,willscon,7096034013,6106038329898805429,DAFFY BAND🅾️z,1257861563
495,glitchwayy,5523166523,6763592556018515959,DAFFY BAND🅾️z,1257861563
496,Mr1Goat,7061156524,-6956534531596333083,DAFFY BAND🅾️z,1257861563
497,bagricher,6720349981,-7863943588053232881,DAFFY BAND🅾️z,1257861563
498,galletybelly,7064428965,2776053880599623007,DAFFY BAND🅾️z,1257861563
499,MagicDumps,1759575953,-2434432092930914854,DAFFY BAND🅾️z,1257861563
500,lAbuoi,6407016668,5874275832029770622,DAFFY BAND🅾️z,1257861563
501,stinkyf24,7052575942,-7643508770881775435,DAFFY BAND🅾️z,1257861563
502,freeshiityy,6997558288,7395294518976108436,DAFFY BAND🅾️z,1257861563
503,blown_cost,7105228194,1642920355812189747,DAFFY BAND🅾️z,1257861563
504,skiriii247,7055019758,-7484290692618295249,DAFFY BAND🅾️z,1257861563
505,gentycash,7089422087,2224183049698578595,DAFFY BAND🅾️z,1257861563
506,trippinondoIlar,7187514461,7493861516227550409,DAFFY BAND🅾️z,1257861563
507,motion_is_not_pussyy,5827665588,-3060924895716702730,DAFFY BAND🅾️z,1257861563
508,HASSAN67906,6212784962,7857015188505693279,DAFFY BAND🅾️z,1257861563
509,Doestack6,7186602980,3558658467239594802,DAFFY BAND🅾️z,1257861563
510,sellmeurtokensng,6754027494,2376921842785579110,DAFFY BAND🅾️z,1257861563
511,sootheafford,6312728439,3715796029121652201,DAFFY BAND🅾️z,1257861563
512,Aureler,7163832757,6652514201970705197,DAFFY BAND🅾️z,1257861563
513,pabroDackaz,6083288628,-1222913951239164625,DAFFY BAND🅾️z,1257861563
514,mgmoney33,6306911483,-547020244713556961,DAFFY BAND🅾️z,1257861563
515,Moneyybag,7033099010,-514661136056356100,DAFFY BAND🅾️z,1257861563
516,lewisrealtor,6733464592,1661257403915824011,DAFFY BAND🅾️z,1257861563
517,Mallfare,6926392162,-3692287807650475994,DAFFY BAND🅾️z,1257861563
518,Festusk2,6407080436,6482728950010039122,DAFFY BAND🅾️z,1257861563
519,Freebandz_Choppa,6057556262,-5800926420667380663,DAFFY BAND🅾️z,1257861563
520,hotwipping,6756948289,3948537059239967938,DAFFY BAND🅾️z,1257861563
521,MAYORBACKUP1,6300016367,-5396455009948496148,DAFFY BAND🅾️z,1257861563
522,Kolanol,6855826923,-4311911727074352388,DAFFY BAND🅾️z,1257861563
523,toolzintact_0z,2012641436,4087823524237236536,DAFFY BAND🅾️z,1257861563
524,topboy00000,6717901121,4602855310494034009,DAFFY BAND🅾️z,1257861563
525,Cousin_kirk,6003323581,-5419920118402468285,DAFFY BAND🅾️z,1257861563
526,henrykenty,6811091652,-8404584130182520591,DAFFY BAND🅾️z,1257861563
527,bettycaligra,6319873457,-265296909087675545,DAFFY BAND🅾️z,1257861563
528,armmat12,6892625548,1457915992982183591,DAFFY BAND🅾️z,1257861563
529,Adrian_Lamo2,6437326321,-931049110797621130,DAFFY BAND🅾️z,1257861563
530,LexusDe30,6912776261,5678500351030779499,DAFFY BAND🅾️z,1257861563
531,Legtrad3r,1306881240,7136254779276042771,DAFFY BAND🅾️z,1257861563
532,Pushagain,6839911662,7209723883136155466,DAFFY BAND🅾️z,1257861563
533,Danizinhoo77,6666346204,-2881126870767588146,DAFFY BAND🅾️z,1257861563
534,Hazzy_DmA,6757075188,-3977337063465714117,DAFFY BAND🅾️z,1257861563
535,goyardbackpack,6344464823,-8476747667516471922,DAFFY BAND🅾️z,1257861563
536,jackboy990,6902863796,4306226817529689751,DAFFY BAND🅾️z,1257861563
537,dIkker_me,6357803253,5569641109413116516,DAFFY BAND🅾️z,1257861563
538,CHriss_easy,6484219938,53934602940350631,DAFFY BAND🅾️z,1257861563
539,Hash_rosc,6537878208,8540885479391324999,DAFFY BAND🅾️z,1257861563
540,Gxsay_biB,6828854408,-3160217447037652534,DAFFY BAND🅾️z,1257861563
541,lilplug3,6510506614,-6098461995193585065,DAFFY BAND🅾️z,1257861563
542,Bananamah,6802408518,3884090036364482933,DAFFY BAND🅾️z,1257861563
543,hdayrwand,6563596230,4068863820339528250,DAFFY BAND🅾️z,1257861563
544,STAYPAID55,6867970534,2876617482044227405,DAFFY BAND🅾️z,1257861563
545,JellyLay00,5754802286,-2450884848444254282,DAFFY BAND🅾️z,1257861563
546,YrnTymer,1511069230,598624380414870544,DAFFY BAND🅾️z,1257861563
547,rallyvia,5856150279,7100397543515724074,DAFFY BAND🅾️z,1257861563
548,TelecomEnemy,245033844,-7191544655656185460,DAFFY BAND🅾️z,1257861563
549,Rockson30k,6325428746,-1942534575502457206,DAFFY BAND🅾️z,1257861563
550,raymond_loader22,6720027422,1690157572510736654,DAFFY BAND🅾️z,1257861563
551,CryBREAK,6575079481,6080293974140643655,DAFFY BAND🅾️z,1257861563
552,PP24upp,1251075522,-1640653682602282455,DAFFY BAND🅾️z,1257861563
553,Chedda_Bag,1708946770,4066409759269071895,DAFFY BAND🅾️z,1257861563
554,playcashes,5471730229,-2151330738302699475,DAFFY BAND🅾️z,1257861563
555,brynmills,5856803829,1234452920029836712,DAFFY BAND🅾️z,1257861563
556,Drews73,6906635938,812972614296704260,DAFFY BAND🅾️z,1257861563
557,davidclickm,6873717388,-7025068565027616121,DAFFY BAND🅾️z,1257861563
558,Gary_McKinnon6,6970901965,4654844466254214929,DAFFY BAND🅾️z,1257861563
559,Bandz_Wack,6633894979,1729024774971078015,DAFFY BAND🅾️z,1257861563
560,plaix2,6440789644,-135589107381712247,DAFFY BAND🅾️z,1257861563
561,lovelyjac,6650950353,-8772753184715006217,DAFFY BAND🅾️z,1257861563
562,makeitsnape,6075791064,5606817300762370283,DAFFY BAND🅾️z,1257861563
563,llcslip,6494010781,723909342639329499,DAFFY BAND🅾️z,1257861563
564,playwisetension,6800423186,-1792753021459734413,DAFFY BAND🅾️z,1257861563
565,The_Saige,6403157423,-2342359294725048060,DAFFY BAND🅾️z,1257861563
566,cesh_Money,5878584712,1454888611924285518,DAFFY BAND🅾️z,1257861563
567,mike6675,1588983282,6011004415736061451,DAFFY BAND🅾️z,1257861563
568,popppi99,6949883985,-4562432219205711695,DAFFY BAND🅾️z,1257861563
569,Cashteacher,6366457882,7279553176203584427,DAFFY BAND🅾️z,1257861563
570,BEST_LEGIT_SELLER_NO_TRASH,6870940409,-4140604108426873047,DAFFY BAND🅾️z,1257861563
571,Fx_Lucky3,6003098762,2824526972609919312,DAFFY BAND🅾️z,1257861563
572,Chopml,6777986785,-5604625675419013582,DAFFY BAND🅾️z,1257861563
573,onlyfanz_1539134855,71528681,-8732508603860825057,DAFFY BAND🅾️z,1257861563
574,Louiz_F,5685705531,8826568325788678605,DAFFY BAND🅾️z,1257861563
575,Tdotfullz,5914122178,7158398000468391494,DAFFY BAND🅾️z,1257861563
576,MoneytaIkG,6441155015,2298843455509605323,DAFFY BAND🅾️z,1257861563
577,StylCountingMoney,1502063079,-6361662299222275233,DAFFY BAND🅾️z,1257861563
578,gettingpaid700,6980668159,-316503617207109170,DAFFY BAND🅾️z,1257861563
579,Gucci_Guwop,5532367721,746747515770008406,DAFFY BAND🅾️z,1257861563
580,THE_POLTERGEIST,5980474238,-7685747573074646617,DAFFY BAND🅾️z,1257861563
581,davi2187,6757052971,-209299900505684572,DAFFY BAND🅾️z,1257861563
582,work_with_sting,6316545216,-4031219171229586707,DAFFY BAND🅾️z,1257861563
583,Ali49361,41026618,-5410696275391181936,DAFFY BAND🅾️z,1257861563
584,qwuapfs,6330369196,-4288892570788607940,DAFFY BAND🅾️z,1257861563
585,for_real_55,6662704395,564413686323996083,DAFFY BAND🅾️z,1257861563
586,Larry_real347,6419914509,-2521555181903454559,DAFFY BAND🅾️z,1257861563
587,AdrainLamo12,6208505579,-8051508307668910774,DAFFY BAND🅾️z,1257861563
588,AlphaGang45,5763838750,-9088648737950767594,DAFFY BAND🅾️z,1257861563
589,Redddit7,6797732759,-1431585280678607134,DAFFY BAND🅾️z,1257861563
590,FTR360,5728836922,6139125466477050624,DAFFY BAND🅾️z,1257861563
591,Dangthis,767065622,2310560646227907380,DAFFY BAND🅾️z,1257861563
592,UpTopGenG,6861781399,-2153488168807034659,DAFFY BAND🅾️z,1257861563
593,billion08333,5251996069,4435861938812462844,DAFFY BAND🅾️z,1257861563
594,Vestav77,6205664042,1460917825765303414,DAFFY BAND🅾️z,1257861563
595,Arsal21,6758585002,6844672808331252969,DAFFY BAND🅾️z,1257861563
596,mbvlsvo,6676868657,-3764938203708246942,DAFFY BAND🅾️z,1257861563
597,safeexplug,5691288782,7510739676932707972,DAFFY BAND🅾️z,1257861563
598,Stevensonccs,6593949073,4579010077238592068,DAFFY BAND🅾️z,1257861563
599,criss5k,5061138484,8629819872809485139,DAFFY BAND🅾️z,1257861563
600,CitizenZ_120,5674156769,6298975301319184990,DAFFY BAND🅾️z,1257861563
601,Ahmedtheguy,5047396109,-3650867465274312983,DAFFY BAND🅾️z,1257861563
602,liliwizzo,5053706155,-8490666416144176637,DAFFY BAND🅾️z,1257861563
603,OTP_BOT10,1658086463,-5723305024994166113,DAFFY BAND🅾️z,1257861563
604,Jmill20,6750613863,1954693579331973057,DAFFY BAND🅾️z,1257861563
605,chopA139,6717917420,-1519185881219292563,DAFFY BAND🅾️z,1257861563
606,jennifer_smi,6375652542,-1329402412715217804,DAFFY BAND🅾️z,1257861563
607,Do_Good33,6963828600,-8447053954179334564,DAFFY BAND🅾️z,1257861563
608,bbygal12,6984881123,-6550218719529752029,DAFFY BAND🅾️z,1257861563
609,Sherry_Green5,1943380002,-7922162070830318948,DAFFY BAND🅾️z,1257861563
610,xNOOBSTARx,6116935255,-1910305145503357591,DAFFY BAND🅾️z,1257861563
611,kkkkkkkk767112,6617992559,3194165527019871636,DAFFY BAND🅾️z,1257861563
612,creddlogs,6731267842,4907113567448024038,DAFFY BAND🅾️z,1257861563
613,ThwBigStepper,5672361478,-2601788577447627596,DAFFY BAND🅾️z,1257861563
614,leejanek7,5830251662,-1913478716023796636,DAFFY BAND🅾️z,1257861563
615,Ramboghin,5672431499,-3968110815463305143,DAFFY BAND🅾️z,1257861563
616,hermannrebecca158,6698843361,-2923203980209661265,DAFFY BAND🅾️z,1257861563
617,Hhhhhggggyu,5788040959,4323980858013022293,DAFFY BAND🅾️z,1257861563
618,lemkno,6229494982,-8991637782224200285,DAFFY BAND🅾️z,1257861563
619,targetstrafe4844,6186515774,-9062217457942637160,DAFFY BAND🅾️z,1257861563
620,Demmis1,6672287601,4844105436958278710,DAFFY BAND🅾️z,1257861563
621,hisgrace11,6714770642,-370301303766427626,DAFFY BAND🅾️z,1257861563
622,Jayy_goat,6329012310,-7237282418196611604,DAFFY BAND🅾️z,1257861563
623,Madiba20305,6770928921,924190766347294891,DAFFY BAND🅾️z,1257861563
624,michealjay0,5488887742,5869346799429844157,DAFFY BAND🅾️z,1257861563
625,thegoatmil,6879943792,-8607629517871248929,DAFFY BAND🅾️z,1257861563
626,snowproxiesadbot3,21122004,2625233711948397781,DAFFY BAND🅾️z,1257861563
627,sgtip0,6191668255,1524076795114072864,DAFFY BAND🅾️z,1257861563
628,dobaui,951164758,2200794726224794853,DAFFY BAND🅾️z,1257861563
629,kananbinlit,1859248595,1695939423472912258,DAFFY BAND🅾️z,1257861563
630,wond121,6934294714,-375771325695695296,DAFFY BAND🅾️z,1257861563
631,Mrcatterlane,6181606831,-6049609598724494486,DAFFY BAND🅾️z,1257861563
632,Adbot8434249834,426667377,-4804498468539836241,DAFFY BAND🅾️z,1257861563
633,Adbot2821491207,103517290,908236616237938421,DAFFY BAND🅾️z,1257861563
634,Adbot2694080626,616618805,6312972599591675373,DAFFY BAND🅾️z,1257861563
635,Adbot8465960860,735459181,3009156056554749605,DAFFY BAND🅾️z,1257861563
636,bhjkpull,6379593854,-1150752535922556340,DAFFY BAND🅾️z,1257861563
637,Adbot4507192987,489120410,5417649888359033047,DAFFY BAND🅾️z,1257861563
638,Sauce157,6746382542,7773037663902230221,DAFFY BAND🅾️z,1257861563
639,promoter65444,6235280210,-6959156432764089634,DAFFY BAND🅾️z,1257861563
640,themfgodfather,256874909,4975998481208124368,DAFFY BAND🅾️z,1257861563
641,Bigtrapp1,6143946904,-6347881088126163963,DAFFY BAND🅾️z,1257861563
642,bjaphal26,5238004821,-1539432173082882193,DAFFY BAND🅾️z,1257861563
643,binIadenn,6360764057,-6894503541284391881,DAFFY BAND🅾️z,1257861563
644,Maxwell_Gomez,6622849548,-5682517694910072242,DAFFY BAND🅾️z,1257861563
645,Trevor692,6433563259,8402148416078589836,DAFFY BAND🅾️z,1257861563
646,stealYT,6675591539,-5368506401705916087,DAFFY BAND🅾️z,1257861563
647,itzviz1,6930442742,2826872831341767450,DAFFY BAND🅾️z,1257861563
648,tripl222,6726693654,9194633285403194426,DAFFY BAND🅾️z,1257861563
649,trxpho1,6374947437,-6947114033967193522,DAFFY BAND🅾️z,1257861563
650,supaswiperr,5489123068,-352033020403455069,DAFFY BAND🅾️z,1257861563
651,bIgScArR01,5341118664,-7564038844403041810,DAFFY BAND🅾️z,1257861563
652,Jackie_lucy,5227267581,3927628724315515469,DAFFY BAND🅾️z,1257861563
653,XsBandit2,2132089624,1835997305345944400,DAFFY BAND🅾️z,1257861563
654,gorilands,256799353,960887150589078772,DAFFY BAND🅾️z,1257861563
655,annacooper653,6825703420,-1475838212611006234,DAFFY BAND🅾️z,1257861563
656,Rebelstriker,6627153887,-1512964647334413600,DAFFY BAND🅾️z,1257861563
657,thanewbigmotion,6893965051,-5226131312217782227,DAFFY BAND🅾️z,1257861563
658,Afroozpromotar,6039188624,48305194105470527,DAFFY BAND🅾️z,1257861563
659,ToxicVibesss,5459051656,1737308897367787479,DAFFY BAND🅾️z,1257861563
660,Kahosi313,6257132831,4288380803847235121,DAFFY BAND🅾️z,1257861563
661,t_cock,6968807485,-2294550450640921203,DAFFY BAND🅾️z,1257861563
662,wiII240,6669166342,5909729842579590429,DAFFY BAND🅾️z,1257861563
663,grace909k,6525520627,-6711463164983192405,DAFFY BAND🅾️z,1257861563
664,RUNNINUPBANDZZZ,5659100502,-4798734421535059888,DAFFY BAND🅾️z,1257861563
665,GetyuhBuckzzUp,2140662605,-8048207034075857291,DAFFY BAND🅾️z,1257861563
666,legit1207,5999989546,6642911370126490648,DAFFY BAND🅾️z,1257861563
667,AHzzard,6840952951,-7098793382441817837,DAFFY BAND🅾️z,1257861563
668,missyband,6690044242,-4389099315360219513,DAFFY BAND🅾️z,1257861563
669,Jesicaofficial_06,6026427375,-308595249392329384,DAFFY BAND🅾️z,1257861563
670,andrewcl25,6260804019,-1432930347667362896,DAFFY BAND🅾️z,1257861563
671,cvv_vendor500,6770450753,-1667825372204254041,DAFFY BAND🅾️z,1257861563
672,tey_kay600,6651887818,3707420748748359568,DAFFY BAND🅾️z,1257861563
673,GlassTree12,6698569424,3560301091028204525,DAFFY BAND🅾️z,1257861563
